gene_ID1	OG_id1	chr	start	end	length1	str	description1	eAED1	QI1	gene_ID2	OG_id2	start	end	length2	str	description2	eAED2	QI2	overlap
Tfasc_v1.07870-RA	OG0015482	chr5	29904888	29910108	5220	+	predicted protein	0.16	52|1|1|1|0.77|0.7|10|507|355	Tfasc_v1.07871-RA	OG0015487	29907536	29919179	11643	-	protein MICRORCHIDIA 2-like isoform X1	0.33	0|1|0.94|1|1|1|19|289|625	2573
Tfasc_v1.07898-RA	OG0015488	chr5	30076101	30082537	6436	+	Protein FAR1-RELATED SEQUENCE 7	0.19	0|0.8|0.66|0.83|1|1|6|221|757	Tfasc_v1.07899-RA	OG0019125	30082527	30092163	9636	-	phosphoenolpyruvate carboxykinase (ATP)	0.17	451|1|1|1|0.84|0.71|14|595|727	11
Tfasc_v1.18375-RA	OG0012957	chr14	199238	202523	3285	+	GDSL esterase/lipase At1g71250	0.09	0|0.25|0|1|1|1|5|0|372	Tfasc_v1.18374-RA	OG0004674	198626	207219	8593	-	uncharacterized CRM domain-containing protein At3g25440, chloroplastic	0.09	253|1|1|1|0.6|0.33|6|911|410	3286
Tfasc_v1.18404-RA	OG0002501	chr14	493140	499973	6833	+	solute carrier family 35 member F1-like isoform X1	0.23	34|1|1|1|1|1|12|105|361	Tfasc_v1.18405-RA	OG0002500	499934	502742	2808	-	serine/threonine-protein kinase OXI1-like	0.15	0|0.33|0|0.75|1|1|4|0|451	40
Tfasc_v1.18482-RA	OG0004904	chr14	1197482	1202231	4749	+	nuclear transport factor 2-like	0.31	102|1|1|1|1|1|2|1288|123	Tfasc_v1.18483-RA	OG0013726	1201859	1204233	2374	-	Non-specific phospholipase C6	0.07	0|1|0.66|1|1|0.66|3|368|484	373
Tfasc_v1.18632-RA	OG0014549	chr14	2478275	2486080	7805	+	CTL-like protein DDB_G0274487	0.15	0|0.71|0.6|1|0.92|0.86|15|1051|837	Tfasc_v1.18633-RA	OG0014554	2484876	2485797	921	-	protein YLS3	0.40	0|0|0|1|0.5|1|3|0|174	922
Tfasc_v1.18636-RA	OG0017658	chr14	2504357	2511626	7269	+	MADS-box transcription factor 27	0.38	321|0|0.16|0.66|1|1|6|0|101	Tfasc_v1.18637-RA	OG0000210	2508822	2509670	848	-	MADS-box transcription factor 23-like isoform X1	0.21	0|0.5|0.4|1|0.75|0.6|5|101|129	849
Tfasc_v1.18725-RA	OG0016374	chr14	3275188	3278051	2863	+	probable carboxylesterase 2	0.33	22|1|1|1|0|0|2|192|247	Tfasc_v1.18724-RA	OG0000421	3274389	3275387	998	-	tuliposide A-converting enzyme 2, chloroplastic-like	0.31	0|-1|0|1|-1|1|1|0|332	200
Tfasc_v1.18725-RA	OG0016374	chr14	3275188	3278051	2863	+	probable carboxylesterase 2	0.33	22|1|1|1|0|0|2|192|247	Tfasc_v1.18726-RA	OG0002666	3277191	3278454	1263	-	predicted protein	0.00	39|1|1|1|1|1|2|221|207	861
Tfasc_v1.18712-RB	OG0016375	chr14	3180191	3181588	1397	+	uncharacterized protein LOC109725596	0.62	0|0|0|0.66|1|1|3|0|362	Tfasc_v1.18713-RA	OG0001153	3181306	3182604	1298	-	Phosphoribosylaminoimidazole-succinocarboxamide synthase, chloroplastic	0.85	0|0|0|0.5|1|1|2|0|153	283
Tfasc_v1.18740-RA	OG0014586	chr14	3371696	3374659	2963	+	thioredoxin-like 4, chloroplastic	0.02	147|1|1|1|1|1|3|866|208	Tfasc_v1.18741-RA	OG0014590	3373906	3380126	6220	-	Glycoprotein 3-alpha-L-fucosyltransferase A	0.36	232|1|1|1|1|1|7|298|505	754
Tfasc_v1.18733-RA	OG0016374	chr14	3325481	3328329	2848	+	probable carboxylesterase 2	0.35	22|1|1|1|0|0|2|193|247	Tfasc_v1.18732-RA	OG0000421	3324682	3325869	1187	-	tuliposide A-converting enzyme 2, chloroplastic-like	0.36	0|-1|0|1|-1|1|1|0|395	389
Tfasc_v1.18733-RA	OG0016374	chr14	3325481	3328329	2848	+	probable carboxylesterase 2	0.35	22|1|1|1|0|0|2|193|247	Tfasc_v1.18734-RA	OG0002666	3327472	3328732	1260	-	predicted protein	0.00	39|1|1|1|1|1|2|217|207	858
Tfasc_v1.18768-RA	OG0014594	chr14	3535954	3540447	4493	+	NAD(P)H-dependent 6'-deoxychalcone synthase isoform X1	0.12	80|1|0.8|1|1|1|5|235|341	Tfasc_v1.18769-RA	OG0014598	3540090	3545273	5183	-	transmembrane 9 superfamily member 2-like	0.16	0|0.16|0|0.85|1|1|7|0|620	358
Tfasc_v1.18772-RA	OG0016376	chr14	3577468	3583381	5913	+	glutamate decarboxylase	0.29	0|0|0|0.87|1|1|8|0|342	Tfasc_v1.18771-RA	OG0001667	3571770	3577531	5761	-	glutamate decarboxylase 4	0.08	0|0.33|0.14|1|1|1|7|0|487	64
Tfasc_v1.18808-RA	OG0002611	chr14	4036825	4039878	3053	+	Cupin superfamily	0.02	118|1|1|1|1|1|3|208|196	Tfasc_v1.18809-RA	OG0004984	4039188	4043360	4172	-	probable nucleoside diphosphate kinase 5 isoform X3	0.10	63|0.85|0.75|1|0.71|0.62|8|1098|199	691
Tfasc_v1.18882-RA	OG0000551	chr14	5419978	5428426	8448	+	kinesin-like protein KIN-7E	0.34	0|0.33|0.1|0.6|1|0.9|10|0|435	Tfasc_v1.18883-RA	OG0002780	5423659	5424281	622	-	uncharacterized protein LOC109728617 isoform X1	0.06	0|1|0|1|0|0|2|0|127	623
Tfasc_v1.18991-RA	OG0000102	chr14	9501921	9525238	23317	+	LRR receptor-like serine/threonine-protein kinase GSO2	0.13	78|0.4|0.16|0.83|1|1|6|0|930	Tfasc_v1.18992-RA	OG0019149	9523253	9526310	3057	-	none	0.19	0|1|1|1|0|0|3|165|78	1986
Tfasc_v1.19133-RA	OG0000001	chr14	16973751	16974353	602	+	Myosin-9 like	0.21	0|-1|0|1|-1|0|1|0|200	Tfasc_v1.19132-RA	OG0014796	16968809	16982661	13852	-	uncharacterized membrane protein At1g16860-like	0.03	0|0|0|1|1|1|4|0|460	603
Tfasc_v1.19138-RA	OG0000467	chr14	17331606	17336753	5147	+	magnesium transporter MRS2-F-like	0.84	0|0|0|0.57|0.66|0.57|7|0|364	Tfasc_v1.19139-RA	OG0002796	17331812	17332240	428	-	magnesium transporter MRS2-F-like	0.00	96|1|1|1|0|0|2|0|50	429
Tfasc_v1.19206-RA	OG0001182	chr14	21071805	21072401	596	+	Vitamin K-dependent S	0.66	0|-1|0|1|-1|1|1|0|198	Tfasc_v1.19207-RA	OG0000545	21071963	21072364	401	-	Vitamin K-dependent S	0.08	0|-1|0|1|-1|1|1|0|133	402
Tfasc_v1.19294-RA	OG0000077	chr14	23766458	23770688	4230	+	putative nuclease HARBI1	0.22	0|0.16|0|0.85|1|1|7|0|528	Tfasc_v1.19295-RA	OG0013125	23770685	23776926	6241	-	Histidine biosynthesis bifunctional protein hisIE, chloroplastic	0.08	48|0.75|0.8|1|1|1|5|254|312	4
Tfasc_v1.19343-RA	OG0001603	chr14	24374156	24374974	818	+	putative disease resistance protein RGA1	0.33	436|1|0.5|1|0|0|2|0|118	Tfasc_v1.19342-RA	OG0000086	24370549	24374914	4365	-	putative disease resistance protein RGA1	0.46	0|0|0|1|1|1|3|0|620	759
Tfasc_v1.13186-RA	OG0010316	chr10	122084	125215	3131	+	50S ribosomal protein L24, chloroplastic	0.16	96|1|1|1|0.75|0.6|5|184|192	Tfasc_v1.13187-RA	OG0010323	125025	133112	8087	-	protein SDA1 homolog	0.32	0|1|0.86|1|1|1|15|448|832	191
Tfasc_v1.13338-RA	OG0015264	chr10	1817940	1825287	7347	+	probable purine permease 5	0.26	237|0|0|0.33|1|1|3|0|322	Tfasc_v1.13339-RA	OG0015256	1825056	1834544	9488	-	Chaperone protein ClpB3, mitochondrial	0.17	53|0.8|0.90|0.90|1|1|11|423|1000	232
Tfasc_v1.13522-RA	OG0000003	chr10	8188648	8189070	422	+	hyaluronan mediated motility receptor-like	0.17	0|-1|0|1|-1|0|1|0|140	Tfasc_v1.13521-RA	OG0002762	8174906	8202194	27288	-	RNA polymerase sigma factor sigB	0.20	0|0.83|0.71|0.85|1|1|7|332|655	423
Tfasc_v1.13721-RA	OG0000558	chr10	17221096	17223297	2201	+	calcium-dependent protein kinase 7-like	0.42	0|0.57|0.25|0.87|1|1|8|0|377	Tfasc_v1.13720-RA	OG0000545	17220990	17221370	380	-	Vitamin K-dependent S	0.21	0|-1|0|1|-1|1|1|0|126	275
Tfasc_v1.14082-RA	OG0005758	chr10	22683962	22689219	5257	+	pentatricopeptide repeat-containing protein At4g19890	0.04	0|0.75|0.8|1|0.25|0.2|5|1965|714	Tfasc_v1.14083-RA	OG0005755	22687490	22689031	1541	-	pentatricopeptide repeat-containing protein At3g24000, mitochondrial	0.07	0|-1|0|1|-1|1|1|0|513	1542
Tfasc_v1.14117-RA	OG0005840	chr10	23019086	23022421	3335	+	protein NUCLEAR FUSION DEFECTIVE 6, chloroplastic/mitochondrial-like isoform X2	0.29	124|1|1|1|0.5|0.4|5|421|94	Tfasc_v1.14116-RA	OG0005845	23010554	23019174	8620	-	DDB1- and CUL4-associated factor 13	0.30	0|0.94|0.88|0.94|1|1|18|584|530	89
Tfasc_v1.14175-RA	OG0005881	chr10	23402265	23408807	6542	+	spermine synthase-like isoform X3	0.16	212|1|1|1|0.84|0.78|14|672|385	Tfasc_v1.14176-RA	OG0000578	23408215	23413751	5536	-	long chain acyl-CoA synthetase 4-like	0.16	0|0.41|0.33|1|1|1|18|76|657	593
Tfasc_v1.14239-RA	OG0005911	chr10	23841320	23843774	2454	+	uncharacterized protein LOC109717903 isoform X1	0.12	0|0.66|0.5|0.75|0.33|0|4|65|357	Tfasc_v1.14240-RA	OG0005915	23843581	23846829	3248	-	BRISC and BRCA1-A complex member like	0.19	167|1|1|1|1|1|3|258|265	194
Tfasc_v1.14243-RA	OG0005919	chr10	23872155	23876990	4835	+	predicted protein	0.30	109|0.66|0.7|1|0.88|0.7|10|1446|301	Tfasc_v1.14244-RB	OG0005923	23876962	23880796	3834	-	Cytokinin dehydrogenase 6	0.18	0|0|0|0.83|1|1|6|0|429	29
Tfasc_v1.14302-RA	OG0002945	chr10	24273948	24279175	5227	+	Calmodulin-binding receptor-like cytoplasmic kinase 2	0.07	361|0.85|0.87|1|1|1|8|334|584	Tfasc_v1.14303-RA	OG0002946	24278105	24282085	3980	-	50S ribosomal protein L19, chloroplastic-like isoform X1	0.02	0|0.4|0.33|1|0.8|0.66|6|1154|252	1071
Tfasc_v1.14302-RA	OG0002945	chr10	24273948	24279175	5227	+	Calmodulin-binding receptor-like cytoplasmic kinase 2	0.07	361|0.85|0.87|1|1|1|8|334|584	Tfasc_v1.14301-RA	OG0002946	24263217	24274280	11063	-	50S ribosomal protein L19, chloroplastic-like isoform X1	0.05	683|1|1|1|0.66|0.42|7|1164|252	333
Tfasc_v1.14300-RA	OG0005938	chr10	24260477	24264287	3810	+	Calmodulin-binding receptor-like cytoplasmic kinase 2	0.07	391|1|1|1|1|1|6|334|472	Tfasc_v1.14301-RA	OG0002946	24263217	24274280	11063	-	50S ribosomal protein L19, chloroplastic-like isoform X1	0.05	683|1|1|1|0.66|0.42|7|1164|252	1071
Tfasc_v1.14346-RA	OG0001261	chr10	24565248	24568197	2949	+	vacuolar protein sorting-associated protein 2 homolog 1	0.15	181|1|1|1|1|1|5|327|223	Tfasc_v1.14345-RA	OG0000912	24559409	24565389	5980	-	guanosine nucleotide diphosphate dissociation inhibitor At5g09550	0.15	0|0|0|0.92|0.83|0.92|13|0|453	142
Tfasc_v1.14342-RA	OG0019226	chr10	24544544	24547063	2519	+	60S ribosomal protein L36-3-like	0.21	308|1|1|1|1|0.75|4|393|69	Tfasc_v1.14341-RA	OG0005965	24540679	24544590	3911	-	ENTH domain-containing protein C794.11c	0.09	0|0.75|0.6|0.8|1|1|5|345|328	47
Tfasc_v1.14366-RA	OG0005972	chr10	24704127	24705459	1332	+	EEIG1/EHBP1 N-terminal domain	0.22	0|0.5|0|1|1|1|3|0|381	Tfasc_v1.14365-RA	OG0016607	24701717	24708477	6760	-	Nucleosome assembly	0.23	56|1|1|1|0.6|0.5|6|404|219	1333
Tfasc_v1.14381-RA	OG0005979	chr10	24850678	24857483	6805	+	Protein DETOXIFICATION 44, chloroplastic	0.19	66|0.84|0.71|1|0.84|0.85|14|1066|601	Tfasc_v1.14382-RA	OG0005982	24856726	24857963	1237	-	Acetyl-coenzyme A synthetase	0.17	0|0|0|1|1|1|2|0|341	758
Tfasc_v1.14405-RA	OG0005986	chr10	25025934	25029556	3622	+	bifunctional bis(5'-adenosyl)-triphosphatase/adenylylsulfatase FHIT	0.13	72|0.6|0.83|0.83|0.8|0.66|6|1358|223	Tfasc_v1.14406-RA	OG0005989	25029079	25030337	1258	-	protein LURP-one-related 5-like	0.02	0|0|0|1|1|1|2|0|222	478
Tfasc_v1.14429-RA	OG0006005	chr10	25180530	25182961	2431	+	10 kDa chaperonin, mitochondrial-like	0.15	98|1|1|1|1|1|3|598|97	Tfasc_v1.14430-RA	OG0006006	25182934	25190769	7835	-	BRCA1 C Terminus domain containing protein expressed	0.08	74|1|0.81|1|0.6|0.63|11|363|993	28
Tfasc_v1.14466-RA	OG0019231	chr10	25398018	25416018	18000	+	none	0.03	0|0.66|0.5|0.75|1|1|4|3630|145	Tfasc_v1.14465-RA	OG0006035	25391615	25398184	6569	-	T-complex protein 1 subunit zeta 1	0.06	233|1|1|1|1|1|15|124|535	167
Tfasc_v1.14504-RA	OG0002967	chr10	25689229	25693459	4230	+	Chloroplast stem-loop binding protein of 41 kDa b, chloroplastic	0.12	0|1|0.9|1|1|1|10|383|388	Tfasc_v1.14505-RA	OG0000763	25693253	25704864	11611	-	ADP-ribosylation factor	0.26	0|0.83|0.85|0.85|1|1|7|278|205	207
Tfasc_v1.10792-RA	OG0010999	chr8	413935	417084	3149	+	frataxin, mitochondrial	0.23	0|1|0.87|1|0.57|0.5|8|464|208	Tfasc_v1.10793-RA	OG0010995	416655	420472	3817	-	B-box zinc finger protein 32	0.08	55|1|1|1|0.5|0.66|3|329|257	430
Tfasc_v1.10799-RA	OG0010998	chr8	440705	442290	1585	+	Pentatricopeptide repeat-containing protein, chloroplastic	0.34	296|0|0.5|1|0|0|2|0|121	Tfasc_v1.10798-RA	OG0004122	440592	444867	4275	-	pentatricopeptide repeat-containing protein At4g18975, chloroplastic isoform X1	0.23	45|1|1|1|0.55|0.5|10|640|257	1586
Tfasc_v1.10823-RA	OG0001032	chr8	579316	584137	4821	+	protein translation factor SUI1 homolog	0.15	354|1|1|1|0.8|0.66|6|1800|115	Tfasc_v1.10824-RA	OG0010982	583015	584895	1880	-	probable xyloglucan endotransglucosylase/hydrolase protein 8	0.09	0|0.66|0.25|1|1|1|4|0|301	1123
Tfasc_v1.10959-RA	OG0010900	chr8	1584735	1586731	1996	+	probable aquaporin NIP5-1	0.16	0|0|0|1|1|1|4|0|293	Tfasc_v1.10958-RA	OG0010895	1584309	1589096	4787	-	monothiol glutaredoxin-S6	0.21	0|0.75|0.6|1|0.75|0.6|5|593|117	1997
Tfasc_v1.10982-RA	OG0010891	chr8	1821343	1823975	2632	+	photosystem I reaction center subunit IV, chloroplastic-like	0.00	118|1|1|1|1|1|3|554|139	Tfasc_v1.10983-RA	OG0004101	1823912	1826305	2393	-	uncharacterized protein LOC109715090	0.03	145|1|1|1|1|1|4|211|236	64
Tfasc_v1.11049-RB	OG0010860	chr8	2672225	2681757	9532	+	ELMO domain-containing protein A	0.20	184|1|1|1|0.87|0.88|9|238|238	Tfasc_v1.11050-RA	OG0005461	2678366	2678941	575	-	putative WRKY transcription factor 33	0.27	0|0|0|1|1|1|2|0|165	576
Tfasc_v1.11046-RA	OG0019250	chr8	2646100	2649330	3230	+	probable amidase At4g34880	0.00	110|1|1|1|0|0|2|48|61	Tfasc_v1.11045-RA	OG0004095	2645677	2658212	12535	-	putative amidase C869.01	0.26	25|1|1|1|0.75|1|5|160|522	3231
Tfasc_v1.11048-RA	OG0019250	chr8	2662817	2666076	3259	+	probable amidase At4g34880	0.00	110|1|1|1|0|0|2|48|61	Tfasc_v1.11047-RA	OG0004095	2662396	2667764	5368	-	putative amidase C869.01	0.27	0|0.25|0.2|1|1|1|5|413|436	3260
Tfasc_v1.11129-RA	OG0013840	chr8	3511947	3517985	6038	+	cadmium/zinc-transporting ATPase HMA2-like	0.10	111|1|1|1|0.9|0.90|11|150|778	Tfasc_v1.11130-RA	OG0017165	3512665	3517912	5247	-	cadmium/zinc-transporting ATPase HMA2-like	0.17	327|0|0.16|1|0|0|6|0|189	5248
Tfasc_v1.11180-RA	OG0005284	chr8	4566239	4566442	203	+	L-type lectin-domain containing receptor kinase S.6	1.00	0|-1|0|1|-1|0|1|0|67	Tfasc_v1.11179-RA	OG0000224	4565722	4567983	2261	-	L-type lectin-domain containing receptor kinase S.6	0.04	0|-1|0|1|-1|1|1|0|753	204
Tfasc_v1.11182-RA	OG0005284	chr8	4584473	4584676	203	+	L-type lectin-domain containing receptor kinase S.6	1.00	0|-1|0|1|-1|0|1|0|67	Tfasc_v1.11181-RA	OG0000224	4581503	4586154	4651	-	L-type lectin-domain containing receptor kinase S.6	0.03	0|0|0|1|1|0|2|0|754	204
Tfasc_v1.11188-RA	OG0000224	chr8	4687806	4691653	3847	+	L-type lectin-domain containing receptor kinase S.6	0.19	0|0|0|1|1|1|3|0|563	Tfasc_v1.11189-RA	OG0005284	4688681	4688884	203	-	L-type lectin-domain containing receptor kinase S.6	1.00	0|-1|0|1|-1|0|1|0|67	204
Tfasc_v1.11397-RA	OG0002796	chr8	10518928	10519356	428	+	magnesium transporter MRS2-F-like	0.00	96|1|1|1|0|0|2|0|50	Tfasc_v1.11396-RB	OG0000467	10509320	10521012	11692	-	magnesium transporter MRS2-F-like	0.86	0|0.07|0|0.35|1|1|14|0|562	429
Tfasc_v1.11408-RA	OG0000018	chr8	10770983	10772856	1873	+	serine/threonine-protein phosphatase 7 long form homolog	0.25	0|0|0|0.5|1|1|2|0|188	Tfasc_v1.11409-RA	OG0005469	10772575	10773155	580	-	serine/threonine-protein phosphatase 7 long form homolog	0.01	240|1|1|1|0|0|2|32|93	282
Tfasc_v1.11406-RA	OG0000018	chr8	10731861	10737104	5243	+	serine/threonine-protein phosphatase 7 long form homolog	0.33	0|0|0|1|1|1|4|0|269	Tfasc_v1.11405-RA	OG0002507	10709404	10744531	35127	-	elongation factor P	0.80	0|0|0|0.08|1|1|12|0|268	5244
Tfasc_v1.11567-RA	OG0019281	chr8	17588791	17592753	3962	+	pentatricopeptide repeat-containing protein At4g21170	0.02	0|1|0.75|1|0.33|0.5|4|1430|603	Tfasc_v1.11566-RA	OG0017818	17588734	17589609	875	-	uncharacterized protein LOC109715854	0.24	0|0|0|1|0|0|4|0|184	819
Tfasc_v1.11583-RA	OG0000118	chr8	19132076	19133905	1829	+	uncharacterized protein LOC109704314	0.82	0|0|0|0.5|1|1|2|0|145	Tfasc_v1.11582-RA	OG0005035	19125392	19178519	53127	-	HVA22-like protein k	0.66	0|0|0|0.55|1|1|9|0|436	1830
Tfasc_v1.11584-RA	OG0001827	chr8	19177718	19178334	616	+	Phosphatidylglycerophosphatase GEP4, mitochondrial	0.00	3|1|1|1|0|0|2|111|143	Tfasc_v1.11582-RA	OG0005035	19125392	19178519	53127	-	HVA22-like protein k	0.66	0|0|0|0.55|1|1|9|0|436	617
Tfasc_v1.11622-RA	OG0000643	chr8	21145142	21148558	3416	+	putative disease resistance protein RGA1	0.01	0|-1|0|1|-1|1|1|0|1138	Tfasc_v1.11623-RA	OG0002328	21146138	21147600	1462	-	putative disease resistance protein RGA1	0.24	515|0.33|0.25|1|0|0|4|0|90	1463
Tfasc_v1.11627-RA	OG0002328	chr8	21248649	21250111	1462	+	putative disease resistance protein RGA1	0.24	515|0.33|0.25|1|0|0|4|0|90	Tfasc_v1.11626-RA	OG0000643	21246728	21252267	5539	-	putative disease resistance protein RGA1	0.11	0|0|0|0.25|1|1|4|0|1446	1463
Tfasc_v1.11633-RA	OG0002328	chr8	21329144	21330606	1462	+	disease resistance protein RGA2-like	0.24	515|0.33|0.25|1|0|0|4|0|90	Tfasc_v1.11632-RA	OG0000643	21328180	21331602	3422	-	putative disease resistance protein RGA1	0.00	0|-1|0|1|-1|1|1|0|1140	1463
Tfasc_v1.11636-RA	OG0002328	chr8	21476856	21478318	1462	+	putative disease resistance protein RGA1	0.23	515|0.33|0.25|1|0|0|4|0|90	Tfasc_v1.11635-RB	OG0000643	21475892	21479371	3479	-	putative disease resistance protein RGA1	0.00	0|-1|0|1|-1|1|1|0|1159	1463
Tfasc_v1.11781-RA	OG0019290	chr8	23993330	23999469	6139	+	putative ribonuclease H protein	0.80	0|0|0|0.66|1|1|3|0|209	Tfasc_v1.11782-RA	OG0000200	23999165	24001993	2828	-	Thioredoxin reductase NTRB	0.12	0|0.75|0.6|1|1|1|5|291|256	305
Tfasc_v1.11890-RA	OG0010788	chr8	25248324	25255199	6875	+	CSC1-like protein ERD4	0.09	164|1|1|1|1|1|6|1460|728	Tfasc_v1.11891-RA	OG0010784	25254386	25255912	1526	-	Phospholipase A1-Igamma1, chloroplastic	0.01	0|-1|0|1|-1|1|1|0|508	814
Tfasc_v1.11987-RA	OG0002285	chr8	26087452	26088403	951	+	L-type lectin-domain containing receptor kinase IV.1	0.33	0|0|0|1|0|0|3|0|235	Tfasc_v1.11985-RA	OG0000892	26086888	26089062	2174	-	L-type lectin-domain containing receptor kinase IV.1	0.03	0|1|0|1|1|1|2|0|698	952
Tfasc_v1.12004-RA	OG0010735	chr8	26225401	26227922	2521	+	E3 ubiquitin-protein ligase RNF5-like	0.18	0|0.5|0.33|0.66|1|1|3|234|332	Tfasc_v1.12003-RA	OG0010729	26224472	26225711	1239	-	Elongation of fatty acids protein 3-like	0.00	0|0|0|1|1|1|2|0|316	311
Tfasc_v1.12020-RA	OG0010726	chr8	26326412	26334542	8130	+	Dipeptidyl aminopeptidase BI	0.19	0|0.83|0.76|1|1|1|13|426|884	Tfasc_v1.12019-RA	OG0019305	26325364	26326413	1049	-	none	0.22	0|0.5|0.66|0.66|1|1|3|225|85	2
Tfasc_v1.12069-RA	OG0003508	chr8	26740304	26754504	14200	+	WD40 repeat-containing protein HOS15	0.30	52|0.76|0.85|1|0.76|0.71|14|1019|528	Tfasc_v1.12070-RA	OG0000786	26747497	26757410	9913	-	cytochrome P450	0.11	43|0.4|0.33|1|1|1|6|0|1026	7008
Tfasc_v1.12094-RA	OG0015964	chr8	26918209	26922096	3887	+	UDP-glycosyltransferase 83A1-like	0.13	0|0.5|0.33|0.66|1|1|3|411|495	Tfasc_v1.12093-RA	OG0015960	26914573	26918281	3708	-	14-3-3-like protein GF14 iota	0.16	182|1|1|1|0.85|0.75|8|437|257	73
Tfasc_v1.17157-RA	OG0005598	chr13	14655	16465	1810	+	Cytochrome P450 71A1	0.04	120|1|0.5|1|1|1|2|0|515	Tfasc_v1.17156-RA	OG0016150	14644	20647	6003	-	aconitate hydratase	0.10	0|0.2|0.16|0.33|1|1|6|1610|102	1811
Tfasc_v1.17255-RA	OG0004236	chr13	948219	951862	3643	+	Proteasome subunit beta type-4	0.19	0|0.85|0.87|1|0.85|0.75|8|222|368	Tfasc_v1.17256-RA	OG0011426	951472	954262	2790	-	fructokinase-1-like	0.11	35|1|1|1|0.75|0.6|5|403|329	391
Tfasc_v1.17277-RA	OG0011429	chr13	1104913	1116660	11747	+	ribonuclease J isoform X1	0.06	0|0.94|0.89|0.94|0.94|0.89|19|549|923	Tfasc_v1.17278-RA	OG0000592	1116639	1126819	10180	-	DNA repair protein recA homolog 3, mitochondrial isoform X1	0.10	1011|0.87|0.88|1|0.87|0.77|9|589|421	22
Tfasc_v1.17277-RA	OG0011429	chr13	1104913	1116660	11747	+	ribonuclease J isoform X1	0.06	0|0.94|0.89|0.94|0.94|0.89|19|549|923	Tfasc_v1.17276-RA	OG0011431	1093475	1105504	12029	-	U-box domain-containing protein 45-like	0.15	0|0.5|0.28|0.71|1|1|7|160|847	592
Tfasc_v1.17294-RA	OG0001530	chr13	1325424	1330488	5064	+	26S proteasome non-ATPase regulatory subunit 12 homolog A-like isoform X2	0.07	151|1|1|1|1|1|11|337|440	Tfasc_v1.17295-RA	OG0014026	1329761	1333660	3899	-	monothiol glutaredoxin-S7, chloroplastic	0.27	95|1|1|1|1|1|3|1159|204	728
Tfasc_v1.17350-RA	OG0014051	chr13	1763336	1766676	3340	+	F-box only protein 6	0.00	0|1|0.5|1|1|1|2|611|447	Tfasc_v1.17351-RA	OG0017570	1766078	1774010	7932	-	J protein JJJ2-like isoform X1	0.38	0|0|0|0.75|1|1|4|0|843	599
Tfasc_v1.17346-RA	OG0014052	chr13	1722486	1730386	7900	+	uncharacterized WD repeat-containing protein C17D11.16	0.16	0|0.94|0.88|0.94|1|1|18|452|525	Tfasc_v1.17347-RA	OG0014054	1730303	1738062	7759	-	glucose-6-phosphate 1-dehydrogenase, chloroplastic-like	0.10	386|0.9|0.90|1|0.9|0.81|11|598|578	84
Tfasc_v1.17385-RA	OG0015509	chr13	2097464	2100791	3327	+	CBS domain-containing protein CBSX6	0.07	345|1|1|1|1|1|2|271|423	Tfasc_v1.17386-RA	OG0019327	2099916	2106399	6483	-	ATP-dependent DNA helicase 2 subunit KU80 isoform X1	0.17	113|0.84|0.85|1|0.84|0.78|14|545|652	876
Tfasc_v1.17465-RA	OG0014639	chr13	2695495	2697344	1849	+	GDSL esterase/lipase At3g48460	0.03	0|1|0.5|1|1|1|2|134|372	Tfasc_v1.17466-RA	OG0014638	2696730	2700040	3310	-	E3 ubiquitin-protein ligase AIRP2-like	0.12	11|1|1|1|0.8|0.66|6|1643|254	615
Tfasc_v1.17469-RA	OG0014641	chr13	2727860	2740545	12685	+	peptidyl serine alpha-galactosyltransferase	0.14	0|0.87|0.77|1|0.87|0.77|9|610|726	Tfasc_v1.17470-RA	OG0000680	2737342	2739408	2066	-	putative WRKY transcription factor 33	0.23	0|-1|0|1|-1|1|1|0|688	2067
Tfasc_v1.17479-RA	OG0019330	chr13	2827763	2829660	1897	+	forkhead box protein B2	0.00	36|1|1|1|0|0|3|265|168	Tfasc_v1.17480-RA	OG0003899	2829659	2833462	3803	-	zinc finger CCCH domain-containing protein ZFN-like isoform X1	0.17	97|0.66|0.57|1|1|1|7|291|435	2
Tfasc_v1.17501-RA	OG0002225	chr13	2978642	2984583	5941	+	cysteine--tRNA ligase, chloroplastic/mitochondrial-like	0.08	131|1|1|1|0.8|0.72|11|1478|502	Tfasc_v1.17502-RA	OG0003907	2983470	2986067	2597	-	peroxidase 55-like	0.10	0|0.5|0|1|1|1|3|0|324	1114
Tfasc_v1.17519-RA	OG0010145	chr13	3125374	3132866	7492	+	pentatricopeptide repeat-containing protein At5g61990, mitochondrial	0.25	0|0.5|0.42|1|0.5|0.28|7|770|987	Tfasc_v1.17520-RA	OG0001402	3131028	3142654	11626	-	ADP-ribosylation factor GTPase-activating protein AGD3 isoform X1	0.14	0|0.85|0.85|0.95|0.95|0.95|21|444|902	1839
Tfasc_v1.17545-RA	OG0010158	chr13	3428983	3433456	4473	+	Thylakoid membrane protein	0.30	190|1|1|1|1|1|9|185|262	Tfasc_v1.17544-RA	OG0019333	3427068	3429107	2039	-	ROTUNDIFOLIA like 15	0.45	0|0|0|0.33|1|1|3|0|108	125
Tfasc_v1.17581-RA	OG0010184	chr13	3729482	3733606	4124	+	transcription factor bHLH68	0.13	36|0.85|0.87|1|1|1|8|241|272	Tfasc_v1.17582-RA	OG0010177	3733115	3743831	10716	-	malonate--CoA ligase isoform X1	0.09	0|0.85|0.86|1|0.92|0.93|15|804|584	492
